Cleaned_Comments,Theme
in making their judgment the conservative justices helped a lot of republican politicians lose their jobs,political
ah yes blame the leaker not the poor justices,legal
chris hayes reading into things that people didnt say sorta seems like a conspiracy theorist,social
cowards and liars and turds oh my,social
they all lied under oath,ethical
scotus is the breach of trust,political
who keeps these republican rico political honest their actions smell what will they hide when the insurrection and republican attempts to destroy our democracy surface ,political
ginsberg stood in the gao as long as she could keeping american women from being chattel and now she is gone and so are womens rights amy coney barrett is the worst kind of traitor,legal
"breach of trust is what these supreme court members did to the entirety of the american people to be exact their decision opens the legal door to declare all rights not written down in the constitution and amendments as not rights at all

to be crystal clear rights written into the constitution are legally called enumerated rights meaning theyve been written down in the constitution before this abortion decision there used to be rights called unenumerated rights meaning they are not written down anywhere in the constitution

unenumerated rights were ones like a right to travel a right to wear the cloths you want a right to eat the food you like madison pointed this out before the constitution was finished in the federalist papers and was deeply concerned because he believed a supreme court might nullify all unenemerated rights in a decision and this supreme court did just that with this abortion decision saying the constitution makes no express reference to a right to obtain an abortion the constitution makes no express reference to a right to wear the clothes you want either see it now

what this supreme court has done with this abortion decision is say there are no unenumerated rights that you do not have a right to eat what you want you do not have a right to travel you do not have a right to wear the cloths you want and all similar things this because those are not written down in the constitution enumerated

this is what madison was terrified of that a supreme court would make such a decision and they just did so believe it or not americans no longer have a single right to do anything that isnt outlined specifically in the constitution theyve declared all unenemerated rights as unconstitutional with this abortion decision outlined in their opinions hows that for a wake up call bet you didnt know either did you",legal
man it must be a pain in the backside for the honest fair thinking more intelligent democrat supreme judges dealing with the corrupt bias less intelligent republican supreme judges who hold the majority,legal
thanks trump and the republican partyyou big dummiesfred sanford,political
the six justices who are roman catholic should have disqualified themselves  its like christian scientist judges banning appendicitis operations,legal
mthe conservatives on the bench are owned by the kochs,political
six of the most hated and  vile people on the courts we wouldnt be going through all this upheaval if they had just left roe as is its clear they hate women and consider us to be 2nd hand citizens to be barefoot and in the kitchen or bedroom and nowhere else i hope women unite and get each and every one of the gop     out and vote blue for all women out there  this scotus is the beginning of the end,legal
most of the people who claim to be against roe have never actually read it  it had different requirements for each trimester of pregnancy,legal
so my takeaway is that supreme court judges do not just benignly sit and wait for cases to reach their court and then let the law decide in honest and open debate  nothing could be further from the truth  they have pre determined agendas and they play politics lie cheat steal  to achieve it bending the law to do as they their billionaire ownersdonors want,legal
it was ginnie a bet it was ginnie,political
the supreme court is corrupt and not a democratic institutionit is an archaic model under the fashion of a monarchy or roman republic there should be no positions for life in america it was all a well played game,legal
collectively we deserve everything that is coming including this topic of course i do not agree,ethical
they acted like vultures they lied corrupt not for the people they are for their own agenda for theocracy ,political
a very corrupted supreme court and even lower courts     all these justices have been bribed      it is about controlling every aspect of womens lives,legal
thats exactly what it looks like ,ethical
im so not surprised the only thing supreme about them is their hypocrisy entitlement and total lack of integrity,ethical
the breach of trust was done by the lying members of scotus that wouldnt reveal their bias stance on row v wade we have no sympathy for you supreme court ,legal
98 of biologists agree that human life begins at fertilization  you might as well argue that evolution is just a theory at that point  the fact that human life begins at fertilization has more scientific support than global warming does among geologists  let that sink in,social
dont we all know it was either alito or thomas or their staff on explicit request of the injustice who leaked the oppinion to pressure gorsuch kavanaugh and barrett,legal
got to rework laws governing the scotus we now see this is  a court of greed and corruption they make the roman senate and the chief priest and the pharisees of jesus day look like school boys to be fair not all but enough of them known crooks passing judgemental it some cases to the highest bidder god hated corrupt judgement so bad he said he will clothe himself in righteous and fight against it isaiah59 if god said he hated it they are not getting away with anything,legal
did she get her clothes in the matrix,ethical
"it has a separate dna from the mother it has a separate immune system from the mother it has a separate heartbeat from the mother it has separate organs from the mother 

the argument that it is not a human life suggests that because it relies on the body of the mother for survival it cannot be viewed as an individual life with constitutional or even basic human rights  that is the weakest argument because the same could be said for any vulnerable human especially babies  

face it that is a baby and abortion is murder  its not an opinion its a fact",ethical
america just need to stop voting republican and the problem would be solved,political
mindblowing to me as a german to appoint anyone for life in such a position of power with no good fail safe to prevent abuse of power,ethical
biden needs to expand the scotus to 11 andor we need to impeach clarence thomas for bribery which we already 100 have factual evidence of and investigate kavanaugh who was never properly vetted and screened this is not partisan those are facts,political
the hypocrisy of this court is beyond belief  first of all two of the justices positions should have been appointed under obama and bidenusing a rule that mitch mcconnel set up and then only abided by the rule when it helped him get two more seats  the fact that they seated a justice a month before biden took office is unbelievable  and both of the new justices told congress they would support established law when specifically asked about roe vs wade during their congressional interviews  you would think the supreme court would be an example for everyone to follow instead of being a politically based joke,legal
"states with restrictive abortion laws with the exception of texas represent less than twenty percent of the national g d p  they are welfare states that depend
on the well organiced prosperous democratically controlled coastal coastal states for their survival",political
why is there no way to suspend the courts agenda until we get answers  also suspend any more cases to be taking up,legal
a breach of trust but not see a betrayal of the full citizenship of half the nation,ethical
dobbs caus8mg sufferingbut eventually will end the gop  expand the court  staggered 12 terms with all over 12 years getting replaced immediately  ethics code with criminal liability,legal
"f _ c _ this
president biden 
needs to add more",political
"it was always about power and politics
what else was there",political
separation of church and state bible thumpers should not be on the supreme court they are clearly prejudiced,legal
these should not be lifetime positions  that is obsurd,ethical
no justice with the supreme court justice team so very very sad,legal
wrong if you not held  accountable to one ,ethical
i dont even know why we think its ok for men to make decisions over a womens body unbelievable,legal
people have been brainwashed by godless people to believe it a  choice over a crime ,ethical
wrong hows that may i ask  you  ,ethical
no more supreme courts we need super computers that have all our laws in it both parties feed in their provable facts and the computer can settle the issue with no parole or pardons,legal
two of three democratic powers are held hostage by hostile rightwing cultists,political
thats exactly what it looks like looking political i believe these decisions should be made by doctors whats the point of years of training taking oaths to do no harm when they have hands tied plus bringing the whole god question into the discussion is ludicrous,ethical
"trust in the us supreme court has reached a record low and its entirely justified
these are some of the most corrupt creatures in america when the christofascist members of the court arent imposing their talibanlike doctrines on the american people theyre taking bribes from their wealthy friends their names are smeared in excrement and will be for eternity these people have no doubt convinced themselves theyll be remembered in history but their egos dont allow them to realize theyll be remembered with utter disdain and total loathing for generations to come
they think theyre going to be remembered like jefferson when in reality theyll be remembered like aaron burr",legal
this is the fifth video in a day that i heard someones fire alarm beeping that it needs its battery replaced ,legal
thank you jesus for  the jjudges who jknow that and wont appove it as ok ,ethical
term limits for justices and repercussions for accepting bribes for decisions,legal
settled law was a confirmation lie by brett and amy who had a settled opinion and vote to overturn roe and lied about it,legal
its werid how the y dont  call it a baby but a fetus a latin word  why not use the english term baby its because its truth that will make you think of it as one and make  i t  harder  to do to see  its  a precious sacred little life ,social
disturbing to see that the shallowness of american thinking extends all the way to the supreme court,legal
america treats this as a purely personal issue but it isnt at least not in a wider context the world watches and i know for a fact that most people trusting this supreme court wouldnt get taken for a serious person in many countries outside the us only a matter of time until this influences diplomacy,legal
there scared of people showing up at there house and childrens school  cant blame em doj violated there rights please dont take the job if your gonna cave everyone some freak protests,social
supreme court is tainted with religious zealots,legal
another genius in new york court too smart to google trumps property value  great jobs and great pensions we pay for as they look down on us trump,legal
so whats the news on alito and clarence not making public all the lavish gifts from billionaires,legal
we have fascists at very level in this country how can the average american defend against,social
corruption at the heart usa justice its the problem of corrupt political lifetime appointment who are often bribed,ethical
amy coney barrett  brett cavanaugh and neil gorsuch all said that roe v wade is settled president during their confirmation hearing which amounts to purgury,legal
"this is all the result of one mans lifetime quest to overturn rvw and why he allowed trump to remain president 
this is evil of the highest calibure all for the sake of ideology in something that has no benefit or loss to them",legal
no one trust the supreme court anymore,legal
so phantom dark moneys work behind closed doors selling out good childrens everywhere,social
its the christiancatholic supreme court now and you liberals will henceforth refer to it as such,legal
4 of these judges are clearly not fit for purpose three of them appointed by trump 1 appointed by bush thomas has shown himself to be a tool of the billionaires  he sups with for a long time,legal
"bs judges 
there is no fairness in the us system i give no respect to judges choose side",legal
she s maga also so there was some hidden petty reason i m sure,social
what this shows is that the supreme court is a political entity plain and simple,legal
we cant have a supreme court relisting their votes es its nit right our laws are our business  also no more lifetime terms for them transparency,legal
please leave abortion aside its a shame we have several overtly corrupt crooked individuals enacting laws that rule our country and society its an absolutely abject situation we take like it should be the norm thomas roberts  alito and gorsuch should have been investigated tried and put behind bars instead these judges have made their own rules that make them immune to prosecution the rest of the civilized world looks at us laughs but feels nauseated,legal
for me  the only bombshell from this story is that acb wanted to wait until next session i was expecting more details about the actual leak and not the consequences interesting but no bombshell,legal
"scotus  must have term limits what svotus pulled was just plain 
evil ",political
why would you need longer than 15 weeks to make up your mind democrats are sick,political
lol if whole cemetaries can still cast votes and help the favored politician get elected  death should not hinder the supreme court  justice ginsberg can still cast her vote dead or alive,political
anita hill warned about thomas,social
they need to be shamed   every time they show up to court protesters need to shout shame shame shame they know what they did and expect us to forget and forgive,ethical
its time to add more seats to the scotus bench,political
alito leaked the decision its not a secret roe was settled law so there was no reason to take it up other than to overturn it they all lied at their confirmation hearings before the american people when they promised they wouldnt review roe,legal
the supreme court is a corrupt band of magat supporters they are a clear and present danger to our democracy look no further than ginny thomas by the way clarence how much does it cost to buy a supreme court justice may be we should ask your owner harlan crow,legal
i have no confidence at all in the us supreme court it needs radical changes appointees by a panel and term limits to start how is it a good idea to give anyone a job for life,legal
the forces that passed all these bans in the wake of dobbs would have worked around if not danced and skipped around a 15week compromise the exceptions would still be written on air water and sand while the restrictions would steelreinforced oak they were horrible in dobbs but scotus was also explicit do it because we can and talk big about whats to come those two aspects were the only favors they did for reproductive rights making it crystal clear they were there to erase progress reason and hope,political
the supreme court has too much power in all things,legal
these corrupt judges need to be removed from the supreme court bribes breaking your oath of office are illegal under the law,legal
you were so close at the end when you suggested barret was only holding out because she was being pressured by the other justices that oppose the reversal of roe in fact its the inverse barret is suddenly changing and withholding her vite so get a better deal for herself from the other judges that want to reverse roe remember how much corrupt backdoor donations clarance thomas received and never reported how much you want to bet all those kickbacks happened during these secret court talks they dont let the public know about  corrupt at the highest levels  and the only thing holding it all together for so long was justice ginsberg keeping people honest,legal
ginsberg should have retired during obamas presidency she was very selfish and now women are dying,social
why hate black conservatives thomas is probably the best supreme justice america has and if he went on a trip with a rich person so what there friends arent gonna be homeless where do you think the bidens were staying in nantucket ,social
kick out all christian judges no faith should be taken into account with these issues,legal
"leaks of explosive political decisions are never accidental
leaks are a good way to gauge the likely response  by the public when officially announced
all good news decisions are announced on prime time tv  during prime viewing hours in a glare of publicity
all bad news is released at 1 minute to midnight on a saturday eveningpreferably during some or other catastrophic event earthquake or hurricane or mass shooting
carefully choreographed",political
"rbg was a remarkable person who led a courageous and honest life and made huge strides for women and all humans 
  that said i wish she had decided to retire early in obamas second term",political
whoever leaked the decision was for sure someone affiliated with the federalist society and leonard leo the evidence of that is that leo had a party the night before it was released at his home in maine with a number of big players in the effort my money is on alito from the jump,political
democrats had 50 years to codify roe and decided it wasnt worth it i blame democrats for our liss,legal
imagine having a supreme court the composition of which is dominated by liars,legal
if decision was made based on culture change and religion headings views your reverting removing rights as what the british government did when the first colonists came here for your argument option would have be all allowing of people not history telling us this but human rights and civilization history its sad this pushed the nation backwards and looped people die from this stuff only hope and faith something restores the future brighter future forward as one nation,social
these maga gop justices lied under oath during their confirmation hearings remove them,political
great reporting by new york times reporters jodi kantor and adam liptak  so alito thomas and gorsuch were very excited to get their hands on that case not surprising  alito and thomas are the true enemies of women in america more so than the others  john roberts legacy will be tainted and he will be seen as a weak chief justice during his tenure the corruption of the court is what he will be remembered for,legal
these people are called judgesha ha ha ha ha ha ha ha ha,legal
it is simple there is no complete sepatation of church and state you guys remember when trump posed with the bible this should tell the influence of the christian religion,political
sadly the ussc too often strikes me as the final means by which a minority view can be imposed on the majority this is not justice it is tyranny,political
"how roberts replaced scalia 
scalia told obama that obamacare was unconstitutional  obama started to look for a replacement   he interviewed roberts before scalias death   roberts agreed to uphold obamacare   roberts was easily blackmailed for illegally adopting irish children obama gave scalia one last chance when he flew on scalias plane with scalia to texas scalia again said no  obama then had scalia murdered ",legal
they are like warwhat are they good fordo we really need a scotus its like they are gods can make laws that all have to abide by but they in turncan be bought by the highest bidder  dont have to be accountable to anyone it is said  no person is an islandwell these scotus are continents,ethical
attn women if you want your body to belong to you only vote blue  so we have say over our bodies i wonder  whats next  will they take,social
the supreme court has never been nonpartisan the law is always a reflection of the politics of the people and the supreme court will always reflect the politics of the judges on the bench how is that hard to understand there is no law independent of politics,political
republicans one and all republicans are all for personal responsibility and freedom unless we dont approve,political
the 6 justices pictured above are no less corrupt than a jim jordan its organized corruption in fact,legal
every time you think the us cant be any more of a clown show they go and prove us wrong,social
its not about abortion its about imposing control over other people  its about taking away the rights of females  next will be the right of women to vote or the right of blacks to vote or the right of xxx  the movement is about removing the freedoms of the constitution away from the people of the governed just take as example the women in texas who could legally get an abortion due to one of the exception who was attacked by the attorney general of the state laws for the governed not for the elites,social
these judges are just like trumpa bunch of liars,legal
delay to gain votes and change minds,political
barrett isnt even qualified to be a justice  ginsberg should have left when obama asked her to retire,legal
wah wah wah them some tears there,ethical
wasnt it trump its not that hard to figure it out,political
the most bereft scotus money can buy,political
 703  why is justice samuel alito allowed to collude with bro dude kavanaugh about how they would vote on abortion rights  alito had already written the outline of how to challenge roe v wade why is he allowed to know how any other supreme court justice will vote,legal
it doesnt look like its about politics and power  it is about politics power and most of all money  these people are easily bribed and they dont do anything to hide it  nothing can be done about it because the people that have been appointed have no morals  these are the absolute worst people in the world to appoint to lifetime positions where they have power over everyone,political
very telling that a bunch of old men demonstrate their power by deciding what women are allowed to do with their body,social
"the behavior of the right wing super majority of the supreme court of the united states has done more to undermine trust and respect in that institution since before the civil war
reform is long overdue",legal
their appointment should not have a political attachment,political
"your viewers are going to find out very soon that youve been lying to themyou know exactly whats going onand who you take your orders from

your whistleblowers have been saying this for a long time",political
 222  we already know there was no debate on how to decide any challenge to roe vs wade  justice alito had already written the outline of how the supreme court would overturn abortion rights that has been public for years now but our news providers only talk about what is new,legal
jodi was very good uncanny resemblance to tim roth in a wig though,legal
no surprises that the religious bigots of the myopic regressive roberts scotus acted as such its who they are from now on when any dem in congress refers to cheeto mussolini he should do so as der führer,political
i didnt need the recap i wish youd have cut right to the story,ethical
im not sure what is new news here it was pretty obvious why there was a leak and the whole investigation around it a sham is this just confirmation,legal
"supreme court of chaos robs millions of pregnant women of civil rights by abandoning their sacred duty to protect citizens from unconstitutional state legislative action criminalizing health care
this is an autopsy trumputin and his cohorts in congress made this happen ripping the seams from the democracy of the united states",legal
they should be impeached instead of biden the took an oath and they stated that roe was precedent so they broke their oath why else take an oath to the constitution  id it written on toilet paper ,legal
payback to trump for their appointments,legal
the judges gave in to pressure what a shame for judges who should never let outside influence sway them,legal
for the judge who uses the threat of changing her vote from one position to the complete opposite this is a political decision rather than a moral or legal one  the leak exposes this and exposes her immorality  obviously she feels no selfblame selfguilt nor selfdisapproval for her own actions regardless of whether the country criminalizes abortion or not  that is unsurprising since she was placed on the bench with the other two corporate lapdogs kavanaugh and gorsuch to go along with the billionaires house laborer thomas  thomas went ten years on the court without speaking a word  he was a monsanto corporate lawyer who decided over their deadly cases for american agriculture  now the situation is volatile because without abortion the population of unwanted children rises and they become the most likely ones to commit homicide  so homicide rates will skyrocket in fifteen to twenty years depending on the outcome of this case  of course corporate elites would prefer this to distract people from their money and asset collection,legal
so ironic that justice ginsburg who refused to resign during obamas presidency and a pro choice supporter death caused this law to unravel,legal
the fix was in corrupt supreme court,legal
do not assume this is a change of heart by the various right leaning corrupt supreme judges this is a political move pure and simple the single most contentious issue that will swing many voters in the up and coming election is womens freedom to choose take this issue away and many voters may return to supporting trump a purely tactical decision,legal
it is about politics and power not law and reason  the extreme court celebrates the fascist five,legal
a great deal of discussion that ultimately changes nothing this is an illegitimate court purpose built for the intent of dismantling 80  years of socially progressive jurisprudence,legal
the pill is not an abortion there is nothing but sperm swimming no viable anything and a man should never be able to decide women make up over half the population in america and the world equality must prevail,social
supreme corrupt court does not see women as equal humans to men thus they took away womens rights to healthcare and autonomy over their bodies and life decisions america is much more fascist than we were made to believe notorious rbg worked so hard to finally install womens right to choose and these maga fascists just decided to destroy peoples lives just for control purposes too much nasty religious people in politics that use their faith to suppress people that think differently,legal
"you are praising her for voting no on hearing the the case are overthetop she knew it wasnt going to matter 
this was her attempting to set 
 boundaries amongst her coworkers  specifically her party members

kavanaugh was duplicitous at his hearing not a leap to see he would be more so behind closed doors",political
"regardless of barretts original stance against taking the case the conservative justices overturned roe for dodd and now women have to travel over state lines for abortions  theyre probably proud of themselves believing theyre doing gods will

i just hope the child baring women of today keep eyes on who took away their right to choose and ability to terminate nonviable pregnancies",legal
"who in there right mind  would keep  these  67  far   right  judges  on  the  supreme court
as  im   not  an   american   but as   my  great great great grandfathers  work  which also included   numerous  works   including criminal law and procedure  
and on  education  and   the science of legislation etc             
his   philosophy   of law  and theory of   jurisprudenceetc
was   what  his  good  friend   your   benjamin   franklin  
took his  inspiring  models  from  for   drafting   
 the    american   constitution     
and  i   know  for  one   these  two  gentlemen  my  great greatgreat grandfather and  benjamin franklin  are  watching  over  america   now  saying   
what the  devil   are  these  people doing and  a few     words  thrown into their thoughts the nonsense  that  these  so  call  supreme court judges   are  trying  to  sell  you  all
is  disgusting and   corruptgreedy little blighters
cannot  wait  to  see  the  2024  democrats  win which  they  have  
and  take  all  three   executive   branches  and  then  they  will  sort   you  all out  
thank god 
you   judges  took  an  oath  to  uphold  the  law   not  to breach  and or  break it 
thank you  these are  my  humble opinions",legal
only in a banana republic you would expect judges to be appointed by the leading political party instead of a panel of experts sometimes the usa looks like one,legal
another fake mainstream mockingbird news channel ,political
funny how certain supreme court justices whove used their federal jobs of being court employees that have enriched their and family bank accounts whove certain scj chosen to be knowling in the pocket of dark money influences and bribery by giving luxury vacations buying homes and vaction homes and paying for schooling for family education  and  certain actions of scj have continualy shown  that these certain scj are being corrupted and manipulated either thru blackmail attempts or finicial improvementsthe doj and irs need to do investigation for rico and false tax statements if hunter biden is being investigated by irs as private citizen than certainly by federal employee standards of received vaction vechiles homes education these certain sitting judges should also be investigated  in the end they are just federal employees and should be held to same standars as other employees actions codes and ethics across america,legal
the most corrupt white house and doj in history,political
optics they waited a long time to ban abortion whats another few months,legal
"justice barret has seven children who had the good fortune to be wanted and born into a welltodo family and i do know that the welltodo have existential problems of their own to deal with  
but not having the financial means to properly raise a child aint one of those problems
1 the supreme court justices should be at least subject to a limited term of civil service  since they are not elected but appointed
2 the justices should always have the everpresent precedent of financial needs in mind when a mother to be makes the decision to have or not to have an abortion based on her future economic ability to properly take care and be able to raise her child
3 in my personal opinion the us supreme court needs to have its buble bursted",legal
there are countries that separate all three branches of government  presidents are not allowed to involve themselves in installing anyone  legislators have no say in the other branches and the judicial are not appointed but investigated and screened by a body experts in democracy,political
the suprene court will ruin this country,legal
scotus  the dictatorial court would be more appropriate  term limits should be mandatory  ,legal
senator susan collins should not be surprised at being deceived during the confirmation hearings of prospective justices any dismay she may have felt is pointless as the damage has already been done,ethical
this is so stupid amy barrett did not change her vote for any philosophical reasons only because voting to overturn roe v wade too soon makes her look bad,legal
it is a major disappointment when those selected to ensure that others abide by the law and do the right thing are themselves unable to do the right thing,ethical
never again should the supreme court decide against the wishes of democrats they will be haunted attacked and slandered until the left influences the outcome to get their way americas long known glory downhill moving so far under these woke authoritarians,legal
america continues walking meekly into arms of fascismf,social
scotus has no room to talk about breach of trust,political
two members of the supreme court were appointed because they said r v w was law  they wouldnt support it so shouldnt they be sacked for lying at their interview,legal
before attempting to carry out their obvious agenda the honorable justices would do well to remember that we all know where their homes are,legal
her point for changing her vote was to try to look less guilty  she was never gonna be persuaded  periodt there was no question,political
and what  this proves beyond a shadow of doubt is that the decisions of the scotus are strictly political sugar coated with a legalese spin,political
judgements should be based on the whims of the majority and not on the whims of a handful of mainly white male conservatives regarding womens health issues,legal
yea america is on its way of becoming a not a free nation  slowly taking the rights of its citizens what the politicians should do is take the statue of liberty down what a joke,political
chris i guess you dont have to be objective,ethical
crooked clarence thomas has embarrassed himself and the court  it will never be the same  it has lost the respect of the nation,legal
we need to stop allowing judges to come from the bias and completely corrupt federalist society who we know have a blatant agenda,legal
brilliant jodi and adam  for your hard workexcellent jobthank you,ethical
we should all be ashamed of what has happened to the supreme court  corruption is destroying our country,legal
this is why biden should load the supreme court now,legal
their decision to overturn wasnt based on law it was based on their own  personal views espoused to their supporters down the years it was politics not law and that shows that the scotus is in practical terms corrupt,political
"women who voted republican for decades are to blame as well they couldnt wait to overturn roe 
its absurd watching the trumpers get excited about things they dont understand",legal
how can the whole usa be held in the hands of 9 people ,social
a justice who even threatens to change her vote based on a political perception shouldnt be trusted with a scotus position they are there to interpret the law not make it to favor their own priorities,political
the roberts court has abandoned precedent which will allow future courts to correct the rulings of this court,legal
the democrats should never again approve a republican nominee justice if they hold a senate majority the duality of the gops handling of garlands nomination and barretts appointment is so appalling and has led to a sc that in no way represents the majority sentiment of over 300m americans theres no point the democrats acting with  decency and civility for future appointments in the face of this,political
an unhealthy leadership leads to an unhealthy populace,social
the federalist society knew very well amy would cave without much pressure in spite of her switching vote to hold off taking the case they went ahead anyway and therefore she will now be frowned upon as corrupt and rightly so  scotus is corrupted and ailito and thomas,political
i dont understand how can someone support killing unborn human beings,ethical
every one of those conservative justices lied under oath saying they would never change roe they all did the second they got a chance why we are allowing any judges to come from the federal society knowing they are corrupt and have a specific agendas  it should be common sense not to allow these people to even become judges they are bought and paid for political operatives and we appoint them to the highest positions and government with lifetime appointments,legal
didnt this exact same thing happen the last time,legal
supreme more like trash court,legal
when those of you in the media continue to describe supreme court justices as accepting  gifts  when everyone watching knows that they are being bribed by harlan crowe and leonard leo they are bribes not gifts  how about the outcry from the media for these corrupt justices to resign how about the media asking where is doj fbi here is a thought how about someone in the media asking merrick garland how is it possible that the one person who has stolen more top secret and classified documents in our history still walks free the man who is the largest threat to our national security walks the streets free,legal
just look at these untrustworthy faces they creep me out,ethical
republicans are waging a battle on women time to take off the gloves women best grow a pair time to shut the bedroom door no pssy for republicans shut the front dooron republicans,political
for 50 years republicans argued that roe should be overturned because it was a states rights issue five seconds after roe was overturned they started pushing for a national abortion ban because now none of them believe it is a states rights issue,legal
best sc money can buy,social
which justice does the vatican have a direct link to,legal
"it is about politics     the conservative super majority only happened because of politics   
the investigation about kavanough was never thorough either    
alito does not want to follow moral rules about declaring benefits received  
its about politics  influence and corruption ",political
we all assume it was arrrogant a alito that let it out so proud of the decision he probably wrote immediately after perjoring himself over this issue to get on the bench he has just been waiting years for a case that gave him the chance to reverse roe,legal
if ever there was a time to expand the court to 13 it is now this would have the real effect of restoring faith in the independence of the court and removing the corrupt and corrosive effect of the american heritage foundation that has hijacked our supreme court for good measure trumps corrupt nominations along with mr corruption himself  thomas should be impeached and removed from the bench now as in monday morning not a day later,legal
"what is the purpose of the supreme court and how does it function

the purpose of the supreme court is to adjudicate conflicts and disputes between the states and to resolve petitions for redress of grievances when properly legislated laws are made by a properly assembled and operated legislature disproportionately affect or otherwise disenfranchise a state

this necessitates that the supreme court must be assembled by a consensus choice agreement between the states where every state participates by making a list fixed number of candidates from their own state and the aggregate list of candidates must be reduced to a pool of judges no less than 7 and no more than 9 for 5 judges to be selected by lot starting with the petitioner to hear and decide the dispute or grievance the states must be involved because they have agreed to abide by the decisions of the court for their grievances and those decisions are final not mutable meaning they cannot be changed or overturned by a later court

we tend to forget this fact today both in the assembly which is different than replacements for vacancies where the president is required to provide a list of nominees for the states to consider a number and required qualifications is determined by the states in the senate as part of their role of advice and consent and established by senate rules for their proceedings and the president too must be chosen by consensus choice with the same requirement for the states themselves to provide a list of all the candidates that will be considered for that purpose through their electors making the presidents lists of nominees also indirectly a choice of the states

here is where the supreme court was originally established by article ix clause 2 of the articles of confederation and the only difference established by the constitution of the united states is that the pool of judges will be continually seated during good behavior and the appointment of a chief justice to preside over the court proceedings but not participate in the those proceedings as one of the pool of justices everything else is the same including that all petitions must be made to congress as the last resort on appeal not directly to the court and congress is then required to ensure that the petition is properly adjudicated as required by the first amendment of the constitution of the united states

aixc2
the united states in congress assembled shall also be the last resort on appeal in all disputes and differences now subsisting or that hereafter may arise between two or more states concerning boundary jurisdiction or any other cause whatever which authority shall always be exercised in the manner following whenever the legislative or executive authority or lawful agent of any state in controversy with another shall present a petition to congress stating the matter in question and praying for a hearing notice thereof shall be given by order of congress to the legislative or executive authority of the other state in controversy and a day assigned for the appearance of the parties by their lawful agents who shall then be directed to appoint by joint consent commissioners or judges to constitute a court for hearing and determining the matter in question but if they cannot agree congress shall name three persons out of each of the united states and from the list of such persons each party shall alternately strike out one the petitioners beginning until the number shall be reduced to thirteen and from that number not less than seven nor more than nine names as congress shall direct shall in the presence of congress be drawn out by lot and the persons whose names shall be so drawn or any five of them shall be commissioners or judges to hear and finally determine the controversy so always as a major part of the judges who shall hear the cause shall agree in the determination and if either party shall neglect to attend at the day appointed without showing reasons which congress shall judge sufficient or being present shall refuse to strike the congress shall proceed to nominate three persons out of each state and the secretary of congress shall strike in behalf of such party absent or refusing and the judgment and sentence of the court to be appointed in the manner before prescribed shall be final and conclusive and if any of the parties shall refuse to submit to the authority of such court or to appear or defend their claim or cause the court shall nevertheless proceed to pronounce sentence or judgment which shall in like manner be final and decisive the judgment or sentence and other proceedings being in either case transmitted to congress and lodged among the acts of congress for the security of the parties concerned provided that every commissioner before he sits in judgment shall take an oath to be administered by one of the judges of the supreme or superior court of the state where the cause shall be tried well and truly to hear and determine the matter in question according to the best of his judgment without favour affection or hope of reward provided also that no state shall be deprived of territory for the benefit of the united states",legal
"it was not very smart of the supreme court
now this political decision works against them their allies",legal
god forbid a woman should have the right to choose for herself afterall the bible tells man she belongs to him misogynistic bullsht no man will ever accept anyone telling him what he can and cannot do,ethical
fed up with most of the members of the supreme court they should all be investigated  all of them to prove they are not corrupt  trumps appointees are the worst   and thomashe needs to go away,legal
"listen roe v wade never gave a woman the choice to have or not have an abortion never the way the decision reads gives the womans dr the athority to make the decision wether to terminate the pregnancy or not over a short time doctors would just go along with the womans choice not because she had the right but because it makes billions of dollars every year abortion isnt cheap and alot of money is made from the sale of the placenta etc ruth ginsburg states the decision should have gone back to the state of mississippi simply because some states are very liberal and some for example in the bible belt are very conservative 
the decision was never implemented correctly in the first place to bad",legal
so if im understanding beer boy wanted to lie to the public ,social
the reporter looked the part,social
will investigate this but the the corruption that happens what a joke have no faith in the supreme court anymore,legal
